chapter,toc,word,meaning
CH3,"fer (나르다, 옮기다)",fertility,"비옥함, 다산"
CH3,"fer (나르다, 옮기다)",infer,추론하다
CH3,"migr (이동하다, 옮기다)",migrate,이주하다
CH3,"migr (이동하다, 옮기다)",immigration,이민
CH3,"migr (이동하다, 옮기다)",emigration,"이주, 이민"
CH3,"migr (이동하다, 옮기다)",migrant,"이주자, 계절 노동자"
CH3,"migr (이동하다, 옮기다)",migration,"이주, 이동"
CH3,"migr (이동하다, 옮기다)",migratory,"철새 같은, 이동하는"
CH3,"migr (이동하다, 옮기다)",immigrant,이민자
CH3,"migr (이동하다, 옮기다)",emigrant,이주민 )
CH3,"migr (이동하다, 옮기다)",remigrate,재이주하다
CH3,"migr (이동하다, 옮기다)",remigration,재이주
CH3,"duc (이끌다, 데려가다)",produce,생산하다
CH3,"duc (이끌다, 데려가다)",product,"산물, 제품"
CH3,"duc (이끌다, 데려가다)",educate,교육하다
CH3,"duc (이끌다, 데려가다)",introduce,소개하다
CH3,"duc (이끌다, 데려가다)",conduct,"지휘하다, 행동하다"
CH3,"duc (이끌다, 데려가다)",deduce,연역하다
CH3,"duc (이끌다, 데려가다)",induce,유도하다
CH3,"duc (이끌다, 데려가다)",reduce,줄이다 mit (보내다)
CH3,"duc (이끌다, 데려가다)",abduct,유괴하다
CH3,"duc (이끌다, 데려가다)",seduce,"유혹하다, 꾀다"
CH3,mit / mis (보내다),submit,"제출하다, 복종하다"
CH3,mit / mis (보내다),transmit,"전송하다, 전염시키다"
CH3,mit / mis (보내다),permit,허락하다
CH3,mit / mis (보내다),emit,방출하다
CH3,mit / mis (보내다),omit,생략하다
CH3,mit / mis (보내다),commit,"저지르다, 헌신하다"
CH3,mit / mis (보내다),admit,"인정하다, 입장을 허락하다"
CH3,mit / mis (보내다),promise,약속하다
CH3,mit / mis (보내다),dismiss,"해산시키다, 해고하다, 일축하다"
CH3,mit / mis (보내다),missile,"미사일, 투사체"
CH3,"tract (끌다, 당기다)",attract,"끌다, 매혹하다"
CH3,"tract (끌다, 당기다)",distract,산만하게 하다
CH3,"tract (끌다, 당기다)",contract,"수축하다, 계약하다"
CH3,"tract (끌다, 당기다)",extract,추출하다
CH3,"tract (끌다, 당기다)",subtract,"빼다, 감하다"
CH3,"tract (끌다, 당기다)",protract,연장하다
CH3,"tract (끌다, 당기다)",tractor,"트랙터, 끄는 기계"
CH3,"tract (끌다, 당기다)",retract,"철회하다, 움츠리다"
CH3,"tract (끌다, 당기다)",abstract,"추상적인, 추출하다, 요약하다"
CH3,"tract (끌다, 당기다)",detract,"가치를 떨어뜨리다, 손상시키다"
CH3,"pel (몰다, 내몰다)",expel,"추방하다, 몰아내다"
CH3,"pel (몰다, 내몰다)",compel,강요하다
CH3,"pel (몰다, 내몰다)",propel,추진하다
CH3,"pel (몰다, 내몰다)",repel,격퇴하다
CH3,"pel (몰다, 내몰다)",impel,"자극하다, 추진하다"
CH3,"via (길, 통로)",deviate,일탈하다
CH3,"via (길, 통로)",obviate,"방해하다, 제거하다"
CH3,"via (길, 통로)",previous,이전의
CH3,"via (길, 통로)",obvious,"분명한, 명백한"
CH3,"nav (배, 항해하다)",navy,"해군, 함대"
CH3,"nav (배, 항해하다)",navigate,"항해하다, 길을 찾다"
CH3,"nav (배, 항해하다)",naval,"해군의, 바다의"
CH3,"gress (나아가다, 걸어가다)",progress,"진보, 발전"
CH3,"gress (나아가다, 걸어가다)",regress,퇴보하다
CH3,"gress (나아가다, 걸어가다)",congress,"회의, 국회"
CH3,"gress (나아가다, 걸어가다)",aggressive,"공격적인, 적극적인"
CH3,"gress (나아가다, 걸어가다)",retrogress,"후퇴하다, 퇴보하다"
CH3,"vers / vert (돌리다, 바꾸다)",reverse,"거꾸로 하다, 뒤집다"
CH3,"vers / vert (돌리다, 바꾸다)",reversible,"되돌릴 수 있는, 가역적인"
CH3,"vers / vert (돌리다, 바꾸다)",irreversible,되돌릴 수 없는
CH3,"vers / vert (돌리다, 바꾸다)",convert,"전환하다, 개종하다"
CH3,"vers / vert (돌리다, 바꾸다)",conversion,"전환, 개종, 변환"
CH3,"vers / vert (돌리다, 바꾸다)",divert,"방향을 바꾸다, 전환하다"
CH3,"vers / vert (돌리다, 바꾸다)",advertise,광고하다
CH3,"vers / vert (돌리다, 바꾸다)",introvert,내향적인 사람
CH3,"vers / vert (돌리다, 바꾸다)",extrovert,외향적인 사람
CH3,"vers / vert (돌리다, 바꾸다)",invert,"거꾸로 하다, 전도하다"
CH3,"vers / vert (돌리다, 바꾸다)",subvert,"전복하다, 파괴하다"
CH3,"vers / vert (돌리다, 바꾸다)",pervert,"타락시키다, 왜곡하다"
CH3,"vers / vert (돌리다, 바꾸다)",revert,"되돌아가다, 복귀하다"
CH3,"vers / vert (돌리다, 바꾸다)",diverse,다양한
CH3,"vers / vert (돌리다, 바꾸다)",adverse,"불리한, 반대의"
CH3,"vers / vert (돌리다, 바꾸다)",adversity,"역경, 불리한 상황"
CH3,"vers / vert (돌리다, 바꾸다)",converse,"대화하다, 반대의"
CH3,"vers / vert (돌리다, 바꾸다)",controversy,논쟁
CH3,"vers / vert (돌리다, 바꾸다)",universe,우주
CH3,"vers / vert (돌리다, 바꾸다)",university,대학
CH3,"crit (구별하다, 판단하다)",critic,비평가
CH3,"crit (구별하다, 판단하다)",critical,"비판적인, 중대한"
CH3,"crit (구별하다, 판단하다)",criteria,기준들
CH3,"crit (구별하다, 판단하다)",critique,"평론, 비평문"
CH3,"crit (구별하다, 판단하다)",crisis,"위기, 고비"
CH3,soph (지혜),philosophy,철학
CH3,soph (지혜),sophisticated,"세련된, 정교한"
CH3,soph (지혜),sophomore,2학년
CH3,soph (지혜),sophistry,궤변술
CH3,soph (지혜),sophic,현명한
CH3,"ment / mens (마음, 생각)",mental,"정신의, 마음의"
CH3,"ment / mens (마음, 생각)",mention,언급하다
CH3,"ment / mens (마음, 생각)",dementia,치매
CH3,"ment / mens (마음, 생각)",comment,"논평, 의견"
CH3,"ment / mens (마음, 생각)",mindful,주의 깊은
CH3,"ment / mens (마음, 생각)",remind,상기시키다
CH3,"ment / mens (마음, 생각)",mindset,"사고방식, 태도"
CH3,"ment / mens (마음, 생각)",absent-minded,"건망증이 심한, 멍한"
CH3,"ment / mens (마음, 생각)",open-minded,"편견 없는, 열린 마음의"
CH3,"ment / mens (마음, 생각)",sentiment,"감정, 정서"
CH3,"ment / mens (마음, 생각)",mindless,"무의식적인, 경솔한"
CH3,sci (알다),science,과학
CH3,sci (알다),conscious,의식하는
CH3,sci (알다),conscience,양심
CH3,sci (알다),subconscious,잠재의식의
CH3,sci (알다),unconscious,무의식의
CH3,cogn / gnos (알다),recognize,"인정하다, 알아보다"
CH3,cogn / gnos (알다),acknowledge,"인정하다, 알아주다"
CH3,cogn / gnos (알다),diagnose,진단하다
CH3,cogn / gnos (알다),cognition,"인지, 인식"
CH3,cogn / gnos (알다),prognosis,"예후, 예상"
CH3,"ratio / rat (계산, 이성)",ratio,"비율, 비"
CH3,"ratio / rat (계산, 이성)",rational,"합리적인, 이성적인"
CH3,"ratio / rat (계산, 이성)",rationality,"합리성, 이성"
CH3,"ratio / rat (계산, 이성)",irrational,비이성적인
CH3,"ratio / rat (계산, 이성)",rationale,"이유, 근거"
CH3,"ratio / rat (계산, 이성)",rationalize,합리화하다
CH3,"ratio / rat (계산, 이성)",rate,"평가하다, 등급을 매기다"
CH3,"ratio / rat (계산, 이성)",rating,"등급, 평가"
CH3,"ratio / rat (계산, 이성)",irrationality,"비이성, 불합리"
CH3,"ratio / rat (계산, 이성)",underrate,과소평가하다
CH3,"ratio / rat (계산, 이성)",overrate,과대평가하다
CH3,"act (하다, 행동하다)",act,행동하다; 연기하다
CH3,"act (하다, 행동하다)",react,반응하다
CH3,"act (하다, 행동하다)",interact,상호작용하다
CH3,"act (하다, 행동하다)",enact,법으로 제정하다
CH3,"act (하다, 행동하다)",transact,"거래하다, 처리하다"
CH3,"act (하다, 행동하다)",deactivate,비활성화하다
CH3,"act (하다, 행동하다)",counteract,"방해하다, 상쇄하다"
CH3,"act (하다, 행동하다)",overact,과장 연기하다
CH3,"act (하다, 행동하다)",proactive,사전 대처하는
CH3,"act (하다, 행동하다)",exact,정확한
CH3,oper (일하다),operate,"운영하다, 작동하다, 수술하다"
CH3,oper (일하다),operation,"운영, 작동, 수술"
CH3,oper (일하다),operative,"작동하는, 효력이 있는"
CH3,oper (일하다),operator,"조작자, 교환원, 운영자"
CH3,oper (일하다),operational,"운영상의, 가동 준비가 된"
CH3,oper (일하다),cooperate,협력하다
CH3,oper (일하다),cooperation,"협력, 협조"
CH3,oper (일하다),cooperative,"협력적인, 협동의"
CH3,oper (일하다),uncooperative,비협조적인
CH3,oper (일하다),inoperative,"작동 불능의, 무용한"
CH3,manu / main / man (손),manual,수동의; 사용 설명서
CH3,manu / main / man (손),manuscript,"원고, 필사본"
CH3,manu / main / man (손),manufacture,"제조하다, 생산하다"
CH3,manu / main / man (손),manipulate,"조종하다, 다루다, 조작하다"
CH3,manu / main / man (손),manipulation,"조종, 조작"
CH3,manu / main / man (손),manifest,명백한; 나타내다
CH3,manu / main / man (손),manifestation,"명시, 표현, 징후"
CH3,manu / main / man (손),manner,"방식, 태도, 예의"
CH3,manu / main / man (손),manners,예의범절
CH3,manu / main / man (손),mannerism,"버릇, 매너리즘"
CH3,manu / main / man (손),maneuver,"기동하다, 책략을 쓰다"
CH3,manu / main / man (손),manage,"경영하다, 다루다"
CH3,manu / main / man (손),manager,"관리자, 지배인"
CH3,manu / main / man (손),management,"경영, 관리"
CH3,manu / main / man (손),maintain,유지하다
CH3,manu / main / man (손),maintenance,"유지, 보수, 생활비"
CH3,funct (수행하다),function,"기능, 역할"
CH3,funct (수행하다),functional,"기능적인, 실용적인"
CH3,funct (수행하다),functionality,"기능, 기능성"
CH3,funct (수행하다),malfunction,"고장, 오작동"
CH3,funct (수행하다),dysfunction,기능 장애
CH3,labor (노동하다),labor,노동하다; 애쓰다
CH3,labor (노동하다),laborer,"노동자, 일꾼"
CH3,labor (노동하다),laborious,"힘든, 고된"
CH3,labor (노동하다),laboratory,실험실
CH3,labor (노동하다),elaborate,"정교한, 공들인"
CH3,labor (노동하다),elaborate,정교하게 만들다; 상세히 설명하다
CH3,labor (노동하다),elaboration,"정교화, 정성 들임"
CH3,labor (노동하다),collaborate,협력하다
CH3,labor (노동하다),collaboration,"협력, 공동 작업"
CH3,labor (노동하다),collaborator,협력자
CH3,labor (노동하다),collaborative,협력적인
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",affect,영향을 주다
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",affection,"감정, 애정, 호감"
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",artifact,"인공물, 유물"
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",artificial,"인공의, 인위적인"
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",beneficial,유익한
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",benefit,"이익, 혜택"
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",defect,"결함, 흠"
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",defective,결함 있는
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",effective,효과적인
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",effect,"결과, 효과"
CH3,"fac / fic / fit / fect / fact (만들다, 하다)",efficient,효율적인
CH3,cept / ceive (취하다),accept,"받아들이다, 수락하다"
CH3,cept / ceive (취하다),except,제외하다
CH3,cept / ceive (취하다),intercept,가로채다
CH3,cept / ceive (취하다),conceive,"생각하다, 임신하다"
CH3,cept / ceive (취하다),receive,받다
CH3,cept / ceive (취하다),perceive,"지각하다, 인식하다"
CH3,cept / ceive (취하다),deceive,속이다
CH3,cept / ceive (취하다),acceptance,"수락, 승인"
CH3,cept / ceive (취하다),reception,"환영, 접수, 수신"
CH3,cept / ceive (취하다),recipient,"수령인, 수신자"
CH3,cept / ceive (취하다),perception,"지각, 인식"
CH3,cept / ceive (취하다),conception,"개념, 구상, 착상"
CH3,cept / ceive (취하다),deception,"속임수, 기만"
CH3,cept / ceive (취하다),acceptable,받아들일 만한
CH3,cept / ceive (취하다),exceptional,"예외적인, 특별한"
CH3,cept / ceive (취하다),perceptive,통찰력 있는
CH3,cept / ceive (취하다),deceptive,기만적인
CH3,cept / ceive (취하다),conceivable,"상상할 수 있는, 가능한"
CH3,cept / ceive (취하다),misconceive,오해하다
CH3,cept / ceive (취하다),receptionist,"안내원, 접수원"
CH3,"tend / tens (뻗다, 긴장하다)",tense,"긴장한, 팽팽한"
CH3,"tend / tens (뻗다, 긴장하다)",intensive,"집중적인, 강한"
CH3,"tend / tens (뻗다, 긴장하다)",extensive,광범위한
CH3,"tend / tens (뻗다, 긴장하다)",intent,"열심인, 몰두한"
CH3,"tend / tens (뻗다, 긴장하다)",tendency,"경향, 성향"
CH3,"tend / tens (뻗다, 긴장하다)",attendance,"출석, 참석"
CH3,"tend / tens (뻗다, 긴장하다)",extension,"확장, 연장"
CH3,"tend / tens (뻗다, 긴장하다)",pretension,"가식, 주장"
CH3,"tend / tens (뻗다, 긴장하다)",contention,"논쟁, 분쟁"
CH3,"tend / tens (뻗다, 긴장하다)",intention,"의도, 목적"
CH3,"tend / tens (뻗다, 긴장하다)",tension,"긴장, 압력"
CH3,"tend / tens (뻗다, 긴장하다)",extend,"확장하다, 늘이다"
CH3,"tend / tens (뻗다, 긴장하다)",tend,"~하는 경향이 있다, 돌보다"
CH3,"tend / tens (뻗다, 긴장하다)",attend,"참석하다, 주의를 기울이다"
CH3,"tend / tens (뻗다, 긴장하다)",pretend,~인 체하다
CH3,"tend / tens (뻗다, 긴장하다)",contend,"싸우다, 주장하다"
CH3,"tend / tens (뻗다, 긴장하다)",intend,의도하다
CH3,"tend / tens (뻗다, 긴장하다)",outstanding,뛰어난
CH3,"tend / tens (뻗다, 긴장하다)",tender,"상냥한, 다정한"
CH3,"tend / tens (뻗다, 긴장하다)",tenderness,"부드러움, 애정"
CH3,press (누르다),press,"누르다, 압박하다, 언론, 출판"
CH3,press (누르다),express,"표현하다, 급행의"
CH3,press (누르다),suppress,"억압하다, 진압하다"
CH3,press (누르다),oppress,"억압하다, 학대하다"
CH3,press (누르다),depress,"우울하게 하다, 하락시키다"
CH3,press (누르다),compress,압축하다
CH3,press (누르다),impress,"감명을 주다, 인상을 주다"
CH3,press (누르다),repress,억제하다
CH3,press (누르다),expression,"표현, 표정"
CH3,press (누르다),suppression,"억압, 진압"
CH3,press (누르다),oppression,"억압, 압박"
CH3,press (누르다),depression,"우울, 불경기, 침체"
CH3,press (누르다),compression,압축
CH3,press (누르다),impression,"인상, 감명"
CH3,press (누르다),repression,"억제, 억압"
CH3,press (누르다),expressive,"표정이 풍부한, 표현력이 있는"
CH3,press (누르다),oppressive,"억압적인, 답답한"
CH3,press (누르다),depressing,우울하게 만드는
CH3,press (누르다),depressed,"우울한, 침체된"
CH3,press (누르다),impressive,인상적인
CH3,en- / em- (~하게 하다),enable,가능하게 하다
CH3,en- / em- (~하게 하다),encourage,격려하다
CH3,en- / em- (~하게 하다),enrich,풍요롭게 하다
CH3,en- / em- (~하게 하다),enlarge,확대하다
CH3,en- / em- (~하게 하다),enslave,노예로 만들다
CH3,en- / em- (~하게 하다),entitle,"자격을 주다, 제목을 붙여주다"
CH3,en- / em- (~하게 하다),empower,권한을 부여하다
CH3,en- / em- (~하게 하다),embrace,"포용하다, 받아들이다"
CH3,en- / em- (~하게 하다),embarrass,당황하게 하다
CH3,en- / em- (~하게 하다),emphasize,강조하다
CH3,"art (기술, 예술)",art,"예술, 미술"
CH3,"art (기술, 예술)",artist,"예술가, 화가"
CH3,"art (기술, 예술)",artistry,"예술성, 기교"
CH3,"art (기술, 예술)",artifact,"인공물, 유물"
CH3,"art (기술, 예술)",article,"글, 기사, 물품"
CH3,"art (기술, 예술)",artisan,"장인, 기능공"
CH3,"art (기술, 예술)",artistic,"예술적인, 예술가의"
CH3,"art (기술, 예술)",artful,"교묘한, 능숙한"
CH3,"art (기술, 예술)",artificial,"인공의, 인위적인"
CH3,"art (기술, 예술)",articulate,"분명한, 명확한"
CH3,"cult (경작, 문화)",culture,"문화, 교양; 배양"
CH3,"cult (경작, 문화)",agriculture,농업
CH3,"cult (경작, 문화)",cultivate,"경작하다, 가꾸다, 기르다"
CH3,"cult (경작, 문화)",cultivator,"경작자, 농기구"
CH3,"cult (경작, 문화)",agricultural,"농업의, 농사의"
CH3,"mus (음악, 뮤즈)",music,음악
CH3,"mus (음악, 뮤즈)",musician,"음악가, 연주자"
CH3,"mus (음악, 뮤즈)",muse,"뮤즈(영감을 주는 존재), 영감의 원천"
CH3,"mus (음악, 뮤즈)",museum,"박물관, 미술관"
CH3,liter (글자),literal,"문자 그대로의, 축어적인"
CH3,liter (글자),literally,"문자 그대로, 정말로"
CH3,liter (글자),literary,"문학의, 문학적인"
CH3,liter (글자),literature,"문학, 문헌"
CH3,liter (글자),illiterate,"문맹의, 무식한"
CH3,liter (글자),illiteracy,"문맹, 무식"
CH3,liter (글자),literate,읽고 쓸 줄 아는
CH3,liter (글자),illiterate,문맹자
CH3,liter (글자),obliterate,"말살하다, 지워 없애다"
CH3,liter (글자),obliteration,"말살, 제거"
CH3,liter (글자),obliterated,완전히 지워진
CH3,myth (신화),myth,"신화, 전설"
CH3,myth (신화),mythical,신화적인
CH3,myth (신화),mythology,신화학
CH3,myth (신화),mythological,"신화의, 신화적인"
CH3,myth (신화),mythologize,"신화화하다, 꾸며내다"
CH3,hist (역사),history,"역사, 과거 기록"
CH3,hist (역사),historian,역사가
CH3,hist (역사),historic,"역사적인, 역사에 중요한"
CH3,hist (역사),historical,"역사상의, 역사에 관한"
CH3,hist (역사),prehistoric,선사 시대의
CH3,"anim (생명, 혼)",animal,동물
CH3,"anim (생명, 혼)",animation,"생기, 만화, 애니메이션"
CH3,"anim (생명, 혼)",animate,"살리다, 활기를 주다"
CH3,"anim (생명, 혼)",animated,"활기찬, 생기 있는; 만화 영화의"
CH3,"anim (생명, 혼)",inanimate,"무생물의, 생명 없는"
CH3,"eco (집, 환경)",ecology,"생태학, 환경학"
CH3,"eco (집, 환경)",ecosystem,생태계
CH3,"eco (집, 환경)",economy,"경제, 절약"
CH3,"eco (집, 환경)",economics,경제학
CH3,"eco (집, 환경)",ecologist,생태학자
CH3,"eco (집, 환경)",ecological,"생태학의, 환경 친화적인"
CH3,"eco (집, 환경)",economic,"경제의, 경제적인"
CH3,"eco (집, 환경)",economical,"검소한, 경제적인"
CH3,"eco (집, 환경)",eco-friendly,친환경적인
CH3,"eco (집, 환경)",ecotourism,생태 관광
CH3,tech (기술),technology,과학기술
CH3,tech (기술),technique,"기법, 기술"
CH3,tech (기술),technical,"기술적인, 전문적인"
CH3,tech (기술),technological,과학기술의
CH3,tech (기술),technically,"기술적으로, 엄밀히 말하면"
CH3,mech (기계),mechanic,"정비공, 기술자"
CH3,mech (기계),mechanics,"역학, 기계학"
CH3,mech (기계),mechanism,"기계 장치, 구조, 방법"
CH3,mech (기계),mechanical,"기계의, 기계적인"
CH3,mech (기계),mechanize,"기계화하다, 자동화하다"
CH3,"phys (자연, 물리, 신체)",physics,물리학
CH3,"phys (자연, 물리, 신체)",physiology,생리학
CH3,"phys (자연, 물리, 신체)",physique,"체격, 체형"
CH3,"phys (자연, 물리, 신체)",physician,의사
CH3,"phys (자연, 물리, 신체)",physical,"물리적인, 신체의"
CH3,chem (화학),chemical,"화학의, 화학적인"
CH3,chem (화학),chemist,"화학자, 약사"
CH3,chem (화학),chemistry,화학
CH3,chem (화학),alchemy,연금술
CH3,chem (화학),alchemist,연금술사
CH3,cyber (사이버),cyberspace,사이버 공간
CH3,cyber (사이버),cybersecurity,사이버 보안
CH3,cyber (사이버),cybercrime,사이버 범죄
CH3,cyber (사이버),cyberbully,사이버 왕따 시키다
CH3,digit (숫자),digit,"숫자, 자릿수"
CH3,digit (숫자),digital,"디지털의, 숫자의"
CH3,digit (숫자),digitally,디지털 방식으로
CH3,digit (숫자),digitalize,디지털화하다
CH3,digit (숫자),digitize,"디지털화하다, 전산화하다"
CH3,temp (시간),temporary,"일시적인, 임시의"
CH3,temp (시간),temporarily,"임시로, 일시적으로"
CH3,temp (시간),contemporary,"동시대의, 동시대인"
CH3,temp (시간),temporal,"시간의, 현세의"
CH3,temp (시간),tempo,"박자, 템포, 속도"
CH3,"auto (자동, 자신)",automobile,자동차
CH3,"auto (자동, 자신)",autonomy,"자치, 자율권"
CH3,"auto (자동, 자신)",autograph,자필 서명
CH3,"auto (자동, 자신)",autobiography,자서전
CH3,"auto (자동, 자신)",automate,자동화하다
CH3,"auto (자동, 자신)",autocorrect,자동 교정하다
CH3,"auto (자동, 자신)",automatic,자동의
CH3,"auto (자동, 자신)",automated,자동화된
CH3,"auto (자동, 자신)",autonomous,"자율적인, 자치의"
CH3,"auto (자동, 자신)",autographic,"자필의, 자필 서명의"
CH3,milit (군사),military,"군대의, 군사의"
CH3,milit (군사),militarism,"군국주의, 군사적 성향"
CH3,milit (군사),militaristic,"군국주의적인, 군사적인"
CH3,milit (군사),militant,"공격적인, 전투적인; 투사"
CH3,milit (군사),militia,"민병대, 의용군"
CH3,milit (군사),demilitarize,비무장화하다
CH3,milit (군사),demilitarize,비무장지대
CH3,milit (군사),paramilitary,"준군사조직의, 반군의"
CH3,milit (군사),militarize,"군사화하다, 무장시키다"
CH3,milit (군사),militarization,"군사화, 무장 강화"
CH3,arm (무기),arm,무기; 무장시키다
CH3,arm (무기),armed,무장한
CH3,arm (무기),army,군대
CH3,arm (무기),armory,"무기고, 병기고"
CH3,arm (무기),armor,"갑옷, 장갑"
CH3,arm (무기),armament,"군비, 무기, 무장"
CH3,arm (무기),rearm,재무장하다
CH3,arm (무기),disarm,무장 해제하다
CH3,arm (무기),disarmament,"군축, 무장 해제"
CH3,arm (무기),alarm,"경보, 놀람"
CH3,cap (잡다),capture,"붙잡음, 생포, 사로잡다"
CH3,cap (잡다),captivate,매혹하다
CH3,cap (잡다),captive,"포로, 사로잡힌"
CH3,cap (잡다),capacity,"용량, 수용력, 능력"
CH3,cap (잡다),capability,"능력, 역량"
CH3,cap (잡다),recapture,"재포획하다, 되찾다"
CH3,cap (잡다),captivating,매혹적인
CH3,cap (잡다),capable,"능력 있는, 할 수 있는"
CH3,cap (잡다),incapable,"무능한, 불가능한"
CH3,cap (잡다),capably,"유능하게, 솜씨 좋게"
CH3,domin (지배하다),dominate,"지배하다, 압도하다"
CH3,domin (지배하다),dominant,"지배적인, 우세한"
CH3,domin (지배하다),dominance,"우세, 지배력"
CH3,domin (지배하다),predominant,"두드러진, 우세한"
CH3,domin (지배하다),predominate,"지배하다, 두드러지다"
CH3,domin (지배하다),domain,"영토, 영역, 분야"
CH3,domin (지배하다),dominion,"지배, 통치권, 영토"
CH3,domin (지배하다),domestic,"가정의, 국내의"
CH3,domin (지배하다),domesticate,"길들이다, 가축화하다"
CH3,domin (지배하다),domesticated,"길들여진, 가축화된"
CH3,cog / gnos (알다),recognize,"인정하다, 알아보다"
CH3,cog / gnos (알다),recognition,"인식, 인정"
CH3,cog / gnos (알다),cognition,"인식, 인지"
CH3,cog / gnos (알다),cognitive,"인식의, 인지의, 인식에 관한"
CH3,cog / gnos (알다),precognition,"예지, 선견"
CH3,cog / gnos (알다),diagnose,진단하다
CH3,cog / gnos (알다),diagnosis,"진단, 분석"
CH3,cog / gnos (알다),diagnostic,"진단의, 진단적인"
CH3,cog / gnos (알다),prognosis,"예후, 예상"
CH3,cog / gnos (알다),prognostic,"예측의, 예후의"
CH3,cog / gnos (알다),ignorant,무지한
CH3,cog / gnos (알다),ignorance,무지
CH3,cog / gnos (알다),metacognition,"메타인지, 상위 인지"
CH3,cog / gnos (알다),metacognitive,"메타인지의, 상위 인지의"
CH3,cog / gnos (알다),incognito,익명으로
CH3,"path / pathy (감정, 질병)",sympathy,"동정, 연민"
CH3,"path / pathy (감정, 질병)",empathy,"공감, 감정 이입"
CH3,"path / pathy (감정, 질병)",apathy,"무관심, 냉담"
CH3,"path / pathy (감정, 질병)",antipathy,"반감, 혐오"
CH3,"path / pathy (감정, 질병)",pathetic,"불쌍한, 한심한"
CH3,"path / pathy (감정, 질병)",pathology,병리학
CH3,"path / pathy (감정, 질병)",pathogen,"병원체, 세균"
CH3,"path / pathy (감정, 질병)",pathological,"병적인, 병리학의"
CH3,"path / pathy (감정, 질병)",sociopath,반사회적 인격자
CH3,"path / pathy (감정, 질병)",psychopath,"사이코패스, 정신병자"
CH3,cred (믿다),credit,"신용, 믿음, 학점"
CH3,cred (믿다),credible,"믿을 만한, 신뢰할 수 있는"
CH3,cred (믿다),credibility,"신뢰성, 믿을 수 있음"
CH3,cred (믿다),incredible,"믿을 수 없는, 놀라운"
CH3,cred (믿다),incredulous,"의심 많은, 못 믿는"
CH3,cred (믿다),creed,"신조, 교리, 신념"
CH3,cred (믿다),credence,"신용, 신뢰, 신빙성"
CH3,cred (믿다),credentials,"자격 증명서, 신임장"
CH3,cred (믿다),discredit,"불신하게 하다, 신용을 잃게 하다"
CH3,cred (믿다),accredit,"인정하다, 공인하다"
CH3,memor (기억하다),memory,"기억, 추억, 메모리"
CH3,memor (기억하다),memorable,"기억할 만한, 인상적인"
CH3,memor (기억하다),memorize,"암기하다, 기억하다"
CH3,memor (기억하다),remember,기억하다
CH3,memor (기억하다),remembrance,"기억, 추억기억, 추억"
CH3,memor (기억하다),commemorate,기념하다
CH3,memor (기억하다),commemoration,"기념, 추도"
CH3,memor (기억하다),commemorative,"기념의, 기념이 되는"
CH3,memor (기억하다),immemorial,태고의
CH3,memor (기억하다),memorial,"기념비, 기념관, 기념의"
CH3,"psych (마음, 정신)",psychology,심리학
CH3,"psych (마음, 정신)",psychologist,심리학자
CH3,"psych (마음, 정신)",psychiatry,정신의학
CH3,"psych (마음, 정신)",psychiatrist,정신과 의사
CH3,"psych (마음, 정신)",sociopsychological,사회심리학의
CH3,"psych (마음, 정신)",psychotic,"정신병적인, 정신병 환자"
CH3,"psych (마음, 정신)",psychoanalysis,정신분석학
CH3,"psych (마음, 정신)",psychoanalyst,정신분석가
CH3,"psych (마음, 정신)",psychotherapy,"정신치료, 심리치료"
CH3,"psych (마음, 정신)",psychotherapist,심리치료사
CH3,"grat (기쁨, 감사)",grateful,"고마워하는, 감사하는"
CH3,"grat (기쁨, 감사)",gratefulness,감사함
CH3,"grat (기쁨, 감사)",gratitude,"감사, 고마움"
CH3,"grat (기쁨, 감사)",ingratitude,배은망덕
CH3,"grat (기쁨, 감사)",ungrateful,감사할 줄 모르는
CH3,"grat (기쁨, 감사)",gracious,"자비로운, 상냥한"
CH3,"grat (기쁨, 감사)",grace,"은혜, 품위, 우아함"
CH3,"grat (기쁨, 감사)",graceful,"우아한, 품위 있는"
CH3,"grat (기쁨, 감사)",disgrace,"불명예, 망신"
CH3,"grat (기쁨, 감사)",disgraceful,"불명예스러운, 수치스러운"
CH3,"grat (기쁨, 감사)",congratulate,축하하다
CH3,"grat (기쁨, 감사)",congratulation,"축하, 경축"
CH3,"grat (기쁨, 감사)",gratify,만족시키다
CH3,"grat (기쁨, 감사)",gratification,"만족, 기쁨"
CH3,"grat (기쁨, 감사)",gratifying,만족스러운
CH3,phil (사랑),philosophy,철학
CH3,phil (사랑),philosopher,철학자
CH3,phil (사랑),philosophical,"철학의, 철학적인"
CH3,phil (사랑),philanthropy,"박애, 자선"
CH3,phil (사랑),philanthropist,"박애주의자, 자선가"
CH3,"demo / demic (사람, 민중)",democracy,민주주의
CH3,"demo / demic (사람, 민중)",democratic,"민주적인, 민주주의의"
